City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Port Macquarie,AU,-31.4333,152.9167,62.89,51,31,1.14,scattered clouds
703,Gushikawa,JP,26.3544,127.8686,78.8,93,75,8.05,moderate rain
704,Havoysund,NO,70.9963,24.6622,41.88,81,52,28.23,broken clouds
705,Alice Town,BS,25.7167,-79.3,82.85,79,82,17.87,broken clouds
706,Cuauhtemoc,MX,28.4167,-106.8667,83.71,14,1,14.41,clear sky
707,Shuangcheng,CN,45.35,126.2833,76.68,58,100,15.84,light rain
708,Cluny,FR,46.4332,4.6585,63.18,91,7,1.48,clear sky
709,Jinchang,CN,38.4953,102.1739,70.7,42,0,7.09,clear sky
710,Severomuysk,RU,56.1481,113.4267,41.97,87,99,3.62,light rain
711,Takoradi,GH,4.8845,-1.7554,78.93,86,96,8.84,light rain
712,Qujing,CN,25.4833,103.7833,69.15,73,85,8.88,overcast clouds
713,Hamilton,US,39.1834,-84.5333,83.59,63,1,9.22,clear sky
714,Murgab,TM,37.4966,61.9714,73.27,40,0,6.91,clear sky
715,Santana Do Livramento,BR,-30.8908,-55.5328,52.41,90,0,7.43,clear sky
716,Point Pedro,LK,9.8167,80.2333,84.15,73,100,17.92,light rain
717,Raduzhnyy,RU,62.0961,77.475,68.23,64,53,9.64,broken clouds
718,Borogontsy,RU,62.6683,131.1683,67.93,32,0,5.32,clear sky
719,Gambela,ET,8.25,34.5833,70.97,97,100,6.29,moderate rain
720,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,93,75,8.95,light rain
721,Jacqueville,CI,5.2052,-4.4146,82.31,87,99,9.64,overcast clouds
722,Buluang,PH,13.3068,123.3425,87.46,62,96,5.14,overcast clouds
723,Issoire,FR,45.55,3.25,60.06,91,8,2.77,clear sky
